categoria,tema,fuente,encabezado,texto
1,ciencia,abc,whatsapp facebook la union hace la fuerza a costa del usuario,whatsapp facebook la union hace la fuerza a costa del usuario la popular aplicacion de mensajeria instantanea cambia por primera vez en cuatro anos sus terminos de uso de la plataforma pocas empresas son capaces de invertir o gastar number millones de euros en una aplicacion para dispositivos moviles pocas por no decir ninguna verian negocio en tal operacion financiera facebook si lo hizo en number cuando decidio adquirir whatsapp y porque tenia un objetivo claro desde el principio hacerse con los datos de millones y millones de usuarios personas con nombres y apellidos para potenciar su estrategia publicitaria y conocerlos aun mas y tiene ante si una verdadera mina de oro informacion personal de numerosas personas que inocentemente ceden gratuitamente su vida digital al mejor postor y todo para mejorar el servicio dice la compania norteamericana mejorar un eufemismo de garantizarse el futuro como negocio publicitario que en ultimo trimestre le han ayudado a ganar la friolera suma de number millones de euros ahi es nada los gigantes de internet a menudo por no decir siempre acuden a una narrativa y un estilo juridico ambiguo para la presentacion de las condiciones de uso de sus servicios muchos de ellos plataformas que forman parte de la vida diaria de muchas personas tras cuatro anos de silencio estamos ante la primera actualizacion de whatsapp en este sentido provocada precisamente por esta fusion con facebook el problema e sque hay un vicio importante de base ya en inicio que es como consientes tu la cesion de tus datos asegura a este diario sergio carrasco abogado especializado en derecho tecnologico en fase consulting la narrativa europea en proteccion de datos recuerda este experto esta tratando de reforzar la idea de consentimiento expreso para este tipo de casos en los que se cambian los protocolos de uso de estos servicios que efectivamente y como se da por sentado casi nadie suele leerlos exhaustivamente la estrategia de whatsapp y por ende facebook ha sido la de presentar un formulario cuya casilla aparece activada por defecto algo ilegal segun los expertos consultados y que ademas no se encuentra en la primera capa para dar esta autorizacion es en la letra pequena en los matices donde se encuentra el negocio el consentimiento tiene que ser expreso y no se debe marcar por defecto eso esta totalmente prohibido el caso es que el usuario no tiene conocimiento del alcance de los datos que esta permitiendo uno de los terminos que se comparten son los propios que identifican tu dispositivo por lo que a traves de internet el sistema puede saber donde esta tu dispositivo y crear un perfil mejor asi como la agenda de contactos para crear una enorme red de contactos enorme explica este experto la situacion va incluso a mas puesto que a partir de ahora facebook tendra en su poder mil millones de numeros de telefono procedentes de los usuarios de whatsapp y a su vez a otros tantos ya que la aplicacion tiene acceso a la agenda de contactos de los dispositivos legalmente no esta tan sencillo obtener estos datos por eso esconden la autorizacion para otorgarlos por defecto insiste si bien es cierto aceptar los terminos de uso es opcional puesto que posteriormente el usuario puede dirigirse a ajustes cuenta de la aplicacion y revocar el acceso pero esta operacion solo estara disponible durante los treinta primeros dias de haber recibido el formulario una de las primeras criticas al respecto es el miedo a que facebook un gigante cada vez mas grande es que ahora tendra el numero de telefono aunque sea algo nimio y banal a muchos usuarios les preocupa el hecho de que pueda compartirlo con sus anunciantes pero esto no es una novedad en la gran mayoria de casos facebook ya tiene tu telefono movil desde hace mas de un ano la novedad es que ahora facebook tendra algunos datos de como y con quien usas tu whatsapp por eso el cambio va a influir mas en la primera que en la segunda considera bruno vazquez dodero director de aulacm escuela de comunicacion y marketing digital en su opinion la unica novedad en el uso de esta aplicacion de mensajeria es que quizas podamos recibir algun mensaje privado sobre algo de nuestro interes la propia compania ha puesto un ejemplo confuso sobre un posible retraso de un vuelo y de como seria interesante para todos que nos informaran por whatsapp y digo que este caso es confuso porque esta todavia por ver como va a saber facebook que nosotros teniamos ese vuelo en cualquier caso esto realmente ya estaba sucediendo en algunos casos cuando nosotros le dabamos el telefono movil a la compania de vuelo sostiene a facebook le interesa ser menos intrusiva y ser mas relevante e interesante para sus usuarios anade al tiempo que considera que con estas novedades la compania consigue dos cosas por un lado sugerir mejores contactos a los usuarios segun su agenda de whatsapp y por otro mostrar anuncios mas interesantes a los usuarios de facebook que sucedera ahora entonces creo que no deberia afectar mucho a priori lo que va a suceder es que facebook te recomendara algunos amigos y te mostrara las publicaciones de aquellos con quienes hables mas por whatsapp siempre tienes la posibilidad de no agregar esos amigos y ocultar las publicaciones de alguien a quien no quieras ver en facebook por lo pronto y de cara a tranquilizar a los usuarios menos benevolentes con este tipo de movimientos propios del sector la agencia espanola de proteccion de datos ha indicado que vigilara atentamente los nuevos terminos de uso de esta popular aplicacion como se hace habitualmente cuando surgen inquietudes con respecto al impacto sobre la privacidad y la proteccion de datos de los ciudadanos estamos estudiando los cambios introducidos por la compania de mensajeria en sus terminos de uso y politica de privacidad adelantan fuentes del regulador nacional
1,ciencia,excelsior,informa facebook a usuarios afectados en su privacidad,informa facebook a usuarios afectados en su privacidad la plataforma comenzo a notificar a ciertos usuarios que su informacion quedo comprometida debido al escandalo de privacidad de la empresa cambridge analytica washington facebook comenzo a notificar este martes a ciertos usuarios que su informacion quedo comprometida debido al escandalo de privacidad de la empresa cambridge analytica al entrar a la red social algunos usuarios vieron una notificacion que les decia que uno de sus amigos uso la plataforma para ingresar a una aplicacion sobre personalidad llamada this is your digital life que ahora esta prohibida el aviso anade que la aplicacion abuso de la informacion obtenida incluyendo el perfil publico los me gusta fechas de cumpleanos y ciudad de residencia al compartirla con la empresa de busqueda y procesamiento se supone que hasta number millones de usuarios cuya informacion podria haber sido compartida de esta manera iban a recibir a partir del lunes un mensaje detallado sobre la informacion en su canal de noticias la red social publico que mas de number millones de los usuarios afectados estan en estados unidos aunque hay mas de un millon tanto en filipinas como en indonesia y gran bretana horas mas tarde grupos de usuarios presentaron demandas separadas contra facebook acusandola de violar su privacidad al compartir datos con cambridge analytica una demanda presentada en california pide el cese de lo que califica de practicas injustas y enganosas por parte de la red social otra demanda presentada en delaware asevera que facebook violo un acuerdo firmado en el number con la comision federal de comercio acusa tambien a cambridge analytica y a sus socios senalandolos de fraude al obtener los datos personales de unos number millones de usuarios de la plataforma sin su consentimiento y ni siquiera su conocimiento ambas demandas buscan estatus de denuncia colectiva abogados involucrados en el caso de delaware dicen estar al tanto de una docena de demandas adicionales por su parte twitter senalo que respalda la ley de publicidad honesta un proyecto presentado por los partidos estadunidenses para volver mas transparente la publicidad politica al revelar quien la paga y otra informacion google facebook y twitter fueron interrogados a fines del ano pasado acerca de la injerencia rusa en las elecciones y se les pregunto si apoyarian el proyecto
0,ciencia,el dizque,facebook cobrara manejo de cuenta si no se cubre un minimo de posts,facebook cobrara manejo de cuenta si no se cubre un minimo de posts el conocido empresario mark zuckerberg anuncio que si bien facebook seguira siendo gratuito se tienen planeadas una serie de medidas para incentivar la participacion de los usuarios en conferencia de prensa frente a un grupo selecto de reporteros dijo que a partir del proximo mes se establecera una cuota minima de posts al mes y que en caso de no cubrirse se le cobrara al usuario el manejo de cuenta nos hemos dado cuenta que muchas personas abren cuentas y las dejan abandonadas o publican solo una o dos veces al mes y eso va en contra de los objetivos de facebook por ello todas aquellas personas que no publiquen o compartan cuando menos en number ocasiones al mes se les cobrara el equivalente a number dolares en su moneda local como podran darse cuenta es una cantidad casi simbolica pues no buscamos obtener una ganancia sino solo animar a las personas para utilizar sus cuentas zuckerberg aseguro que el cobro se haria en varias formas de acuerdo a cada usuario ya sea directamente de sus nominas con cargo a sus tarjetas de credito o incluso descontandolo de sus ahorros bancarios pero mark le preguntamos en este momento de la conferencia que piensan hacer si los usuarios se rehusan a darle esos datos es la mejor parte de todo mi amigo no es necesario pues todo eso ya lo tenemos asi que sera una simple formalidad
1,ciencia,el pais,un sistema de bajo coste de busqueda de vida extraterrestre,un sistema de bajo coste de busqueda de vida extraterrestre un investigador plantea un metodo para buscar senales de tecnologia alienigena entre los datos que recogen los satelites que buscan exoplanetas en un universo con number millones de galaxias con un numero similar de soles en cada una parece improbable que sea la tierra el unico mundo poblado por seres inteligentes el cosmos esta hecho con atomos que se comportan igual alla donde se encuentren y componen los mismos elementos quimicos sin embargo las dificultades para encontrarla son considerables las distancias hasta otras galaxias incluso a algunas de las mas cercanas como andromeda a number anos luz de distancia las hacen practicamente inalcanzables tenemos que cenirnos por lo tanto a una region cercana de nuestra galaxia tambien es posible que se nos escapen algunos seres inteligentes que aun no hayan desarrollado la tecnologia necesaria para captar nuestras senales de radio o enviarnoslas a nosotros como pasaria si alguien hubiese tratado de comunicarse con los humanos inteligentes que ya habitaban la tierra hace mas de number anos ademas puede ser que las otras inteligencias no se comuniquen utilizando ondas electromagneticas o simplemente sean algo tan extrano como el oceanico consciente que cubria el planeta solaris en la novela de stanislaw lem asumiendo la dificultad de la tarea hector socas investigador del instituto astrofisico de canarias iac acaba de publicar un articulo en el que propone un metodo para buscar senales de desarrollo tecnologico en otros sistemas solares hector socas propone analizar la informacion recogida por satelites como kepler encargado de una busqueda masiva de planetas extrasolares en busca de objetos en el cinturon de clarke esta region bautizada asi en homenaje al escritor arthur c clarke que propuso el uso de la orbita geoestacionaria para telecomunicaciones es una orbita circular de number kilometros sobre el ecuador que ahora ocupan satelites como el meteosat en su trabajo que se publica en the astrohpysical journal muestra distintas simulaciones para determinar cual seria la huella que dejarian sobre la luz de su estrella al pasar por delante de su planeta en el texto tambien se explica como se podria distinguir un cinturon de satelites artificiales de anillos naturales como los que rodean saturno esta busqueda ademas sale gratis porque se trataria de buscar otras cosas en los mismos datos que nos ofrecen los satelites que buscan exoplanetas afirma socas el trabajo se haria en dos fases una primera fase de busqueda y una de confirmacion primero tienes misiones como kepler que miran miles de estrellas una vez que tienes un candidato interesante se trataria de dirigir hacia esa estrella telescopios muy potentes como el espacial james webb que se lanzara en number o el telescopio de treinta metros explica el investigador del iac esta nueva generacion de telescopios ayudara a resolver un misterio sobre los planetas extrasolares de los que se han encontrado hasta ahora solo uno de ellos tiene anillos un supersaturno con unos anillos monstruosos que podrian ser en realidad la materia prima de una luna en formacion esto puede ser porque la busqueda de exoplanetas esta muy centrada en planetas cercanos a su estrella y no mas alla de la linea de hielo que como sucede en el sistema solar es donde se encuentran los planetas con anillos apunta socas en estos mundos tampoco se ha encontrado de momento ninguna luna que los orbite la dificultad de buscar lo que se quiere encontrar en el momento adecuado se plasma cuando se da la vuelta a la idea de socas si mirasen hacia nosotros desde otro planeta en busca de tecnologia creada por vida inteligente no verian nada indica al ritmo actual de ocupacion de la orbita geoestacionaria seriamos detectables en el ano number concluye
1,ciencia,hipertextual,microsoft se suma a apple e incluira adblocker y antirrastreo en edge,microsoft se suma a apple e incluira adblocker y antirrastreo en edge microsoft se suma a apple para proteger la privacidad de los usuarios e incluira bloqueadores de contenido en su navegador edge para ios y android parece que todos van contra google pero lo cierto es que al final es su negocio desde que apple anunciase los planes de introducir sistemas antirrastreo en el navegador safari de ios y abrir la puerta a los bloqueadores de anuncios dentro de su tienda de aplicaciones las cosas han cambiado en el panorama movil y esta proximos a endurecerse con las nuevas medidas que plantea con la llegada de ios number y mojave no obstante hasta ahora apple estaba sola en esta lucha contra los anuncios intrusivos y el rastreo de usuarios al menos en los que se refiere a las grandes companias si android incluye una buena lista de bloqueadores en sus tiendas y muchos de ellos son capaces de eliminar los rastreadores a nivel del sistema incluyendo en apps de terceros pero por defecto el asunto sigue en manos de google y no todos los usuarios utilizan estas herramientas logicamente google no va a potenciar esta industria si bien ha colaborado con algunas companias de adblockers para lo que se llaman anuncios aceptables pero como viene siendo logico el grueso del modelo de negocio de google es la publicidad ahora las cosas van a complicarse un poco para la compania y decimos un poco porque el siguiente movimiento de microsoft va a aumentar la lena a esta lucha entre la publicidad responsable invasiva y el rastreo de los usuarios y es que microsoft ha confirmado que su navegador edge para ios y android va a incluir de serie un bloqueador de publicidad activado por defecto si bien la cuota del navegados es complicado que haga sombra a chrome en android o safari en ios si que pone de manifiesto otra gran compania junto con mozilla que se suma al bloqueo de contenidos del lado de usuario activado por defecto chrome para el escritorio activo recientemente un bloqueado de anuncios controlado por google pero que esta muy lejos de lo que hacen los grandes adblockers la duda es si a corto plazo se instalara en toda plataforma mayoritaria este movimiento obligando a cambiar diametralmente la publicidad que ven los usuarios en la red
0,ciencia,el ruinaversal,hi5 vuelve a convertirse en la red social mas popular tras escandalo de facebook por vender datos,hi5 vuelve a convertirse en la red social mas popular tras escandalo de facebook por vender datos mexico una fuerte sorpresa y emocion experimentan el dueno de la red social hi5 andrew scott al percatarse que de la noche a la manana la popularidad de su pagina aumento un number al grado de que como lo era hace mas de number anos nuevamente ha vuelto a convertirse en la red social favoritas de las personas en el mundo andrew menciona que con la llegada de facebook se resignaron a que su pagina quedaria en el olvido aun y cuando alguna vez fue la red social mas popular del mundo fuimos la primera red social viral sin embargo a la gente no le gusto que permitieramos poner gifs canciones videos y un sinfin de cosas que solo hacian que las paginas se trataban cuando alguien ingresaba sesion sin embargo seguiamos firmes ni siquiera myspace logro desbancarnos fue hasta que llego facebook que vimos nuestra inminente muerte era obvio que ya no eramos los reyes por eso solo decidimos enfocarnos en el pais que todavia nos apreciaba que es china y otros pocos y cuidar ese mercado definitivamente fue una sorpresa muy grande percatarnos que de un dia para otro habiamos recuperados las miles de millones de visitas que teniamos duramente fue una locura no sabiamos que pasaba comento el dueno mientras se revolcaba en sus nuevos millones segun comenta un estudio millones de personas decidieron dejar facebook tras el escandalo de cambridge analytica donde se acuso a su dueno mark zuckerberg de permitir la venta de datos privados situacion que hizo que las personas estallan en ira y regresaran a hi5 solo por venganza acepto que no lei las letras chiquitas pero de ahi a que zucaritas sic este vendiendo nuestros datos es muy diferente es verdad que yo informo hasta cuando voy al bano y tengo mi perfil libre para que mis enemigas vean mis cosas y se mueran de la envidia pero eso no significa que tienen derecho a capturar lo que hago para convencernos de votar por alguien no es justo que anden de fisgones viendo que nos gusta para a fuerzas obligarnos a votar por meade que es el que mas me sale en mi perfil comento una mujer que sube foto de hasta las enchiladas que se esta comiendo segun varios medios aunque e todos saben que hi5 es incluso menos privado que facebook decidieron mudarse por el coraje hacia facebook fue una sorpresa abrir mi cuenta de hi5 y ver fotos mias de cuando tenia number anos ni me veo tan cambiado ahora que tengo number lo que si esta un poco cambiado es el hi5 sigue la misma modalidad de saber quien visito tu perfil y como no le entiendo no puedo cambiar la privacidad para ocultar todo yo se que la gente puede enterarse mas facilmente de mis datos en hi5 porque no tiene tanta seguridad pero por lo menos ellos no fingen que protegen mi informacion ya lei los terminos de hi5 que son solo number renglones y solo mencionan que ellos no tienen sistema de seguridad por lo menos son sinceros comento un usuario segun varios medios el hi5 incluso ha colapsado ya que entre los videos animaciones y gifs mas la llegada de los millones de usuarios que otra vez iniciaron sesion despues de anos la pagina tarda entre number y number minutos en cargar sin embargo esto no les importa a los usuarios que estan dispuestos a hacer el sacrifico con tal de ver hundido a mark por violar su privacidad
1,ciencia,la parada digital,abren sitio web con informacion de espacios en guarderias del imss en juarez,abren sitio web con informacion de espacios en guarderias del imss en juarez juarez a partir de la colaboracion de las dependencias que integran la mesa de trabajo sobre los derechos humanos y laborales de las mujeres en ciudad juarez se creo una plataforma virtual para conocer los espacios disponibles y ubicacion de las guarderias del instituto mexicano del seguro social imss a fin de facilitar a las familias juarenses el acceso a este servicio de cuidado infantil la asociacion civil desarrollo economico de ciudad juarez en coordinacion con el imss desarrollaron un portal en linea en donde se presenta el directorio de guarderias con los espacios disponibles por sala para que las madres y padres de familia conozcan cual es la mas accesible segun su ruta de la casa al trabajo y viceversa la coordinadora de proyectos de desarrollo economico a c claudia ochoa indico que esta pagina se actualizara los dias quince de cada mes con la informacion que el imss proporcione ochoa agrego que el portal tambien permite la inscripcion en linea al dar click en el mapa para conocer la direccion de la guarderia actualmente el imss registra en las number estancias de cuidado infantil ubicadas en ciudad juarez mil number espacios disponibles es decir el number por ciento de la ocupacion total por ello se busca que las familias juarenses que cuentan con esta prestacion aprovechen estos espacios gratuitos para el cuidado de sus hijas e hijos desde los number dias a cuatro anos de edad en donde incluso se imparte el primer ano de preescolar desde el number las y los interesados pueden acceder a esta informacion a traves de la siguiente liga url guarderias imss
0,ciencia,el dizque,el imss se moderniza adquiere computadoras commodore number a precio de ganga,el imss se moderniza adquiere computadoras commodore number a precio de ganga con el fin de agilizar aun mas el sistema de administracion del instituto mexicano del seguro social la dependencia adquirio dos millares de computadoras commodore number que seran instaladas en las principales clinicas y hospitales de todo el pais con estas maquinas se pretende hacer la captura de todas las historias clinicas las cuales seran almacenadas en discos de number number number de manera que sea mas practico el manejo de los datos pudimos adquirir todo el equipo realmente a precio de ganga declaro en rueda de prensa jose antonio gonzalez anaya director general del imms con el gasto que hicimos al adquirir estas dos mil unidades apenas podriamos haber comprado como veinte o treinta computadoras modernas y no le vimos el caso de acuerdo a gonzalez anaya el ahorro fue sin precedentes pues al comprar cada unidad en number dolares solamente gastaron number mil dolares de haberlas comprado cuando salieron a la venta hace poquito en number nos habriamos gastado number millones de dolares porque su precio de lanzamiento fue de number dolares afortunadamente decidimos esperarnos externo y ya incluyen el floppy drive no se que sea eso pero digamos que si y quienes las operaran en una muestra de politica acorde con la austeridad que ha propuesto el gobierno del ciudadano presidente enrique pena nieto las commodore number seran operadas por los medicos internistas de cada hospital y asi no tendremos que gastar en sueldos solo en su capacitacion para dicha capacitacion el imss pagara number millones de dolares a la novel compania aparentemente japonesa nozoide inojo zakantu a fin de que impartan cursos a los internistas que se encargaran de manejar las computadoras se espera que la captura de los historiales clinicos este lista antes de number una vez concluida todos los tramites se veran agilizados y el instituto mexicano del seguro social dara un mejor servicio vamos a matar dos pajaros de un tiro dijo gonzalez anaya todas las tarjetas perforadas y los archivos en papel que tenemos hasta ahora podran recibir otros usos como vendas gasas y cosas asi concluyo
1,ciencia,el pais,al rescate del laboratorio de tesla,al rescate del laboratorio de tesla una iniciativa popular ha recaudado ya mas de number euros para comprar el edificio donde trabajo el inventor el futuro museo en estados unidos sobre la vida y obra de nikola tesla cientifico e inventor de la corriente alterna parece mas posible que nunca y eso gracias a los mas de number donantes que en menos de una semana y a cambio de diferentes recompensas han contribuido con mas de number dolares unos number euros a traves de la web de crowdfunding indiegogo com la mayor plataforma a nivel mundial de cooperacion colectiva llevada a cabo por personas que promueven una iniciativa para conseguir dinero u otros recursos con el fin de financiar esfuerzos e iniciativas de otras personas u organizaciones esta iniciativa de crowdfunding promovida bajo el lema vamos a construir un maldito museo para tesla se marco el pasado number de agosto un objetivo final de number dolares aunque todo parece indicar que para cuando finalice el plazo el number de septiembre habran superado con creces tal cantidad ayer esta campana era la numero uno en cuanto a recaudacion de fondos en dicha pagina de internet superando a la llevada a cabo el pasado mes de junio para ayudar a una monitora de autobus acosada por varios alumnos que consiguio number dolares una de las mas exitosas en ee uu hasta que tesla y su museo han entrado en juego estamos intentando conseguir el dinero suficiente para comprar el viejo laboratorio de este inventor conocido como wardenclyffe tower situado en el estado de nueva york y asi poder abrir un museo con sus investigaciones y estudios asegura la artifice de la exitosa campana la ong tesla science center un equipo de ocho personas que incluye fisicos algun educador un experto geologo un geografo y el librero matthew inman creador del comic the oatmeal el espacio se encuentra a la venta en la actualidad y a punto de ser adquirido por number millones de dolares para la construccion de locales comerciales este hecho llevo a la plataforma a defender este recinto como un monumento historico tesla science center es una organizacion sin animo de lucro que lleva mas de una decada luchando por proteger esta propiedad lo mas importante es que el lugar este en las mejores manos asegura inman en su blog el laboratorio cerro en number cuando el investigador se arruino tesla fisico nacido en croacia en number en el seno de una familia serbia y nacionalizado estadounidense en number domino disciplinas tales como la fisica las matematicas y la ingenieria electrica es uno de los fundadores de la industria electrica tambien fue el inventor de la radio en los anos setenta el tribunal supremo de ee uu dictamino que la patente relativa a este invento era legitimamente propiedad de tesla y no de marconi del altavoz de la luz de neon del control remoto o del alternador entre otros algunas de sus invenciones llegaron a rozar el disparate como su teoria sobre el rayo de la muerte un arma de number millones de voltios muerte y exterminio a number kilometros de distancia o su idea de transmitir energia inalambrica su mala gestion financiera le llevo a morir arruinado en number los fondos recaudados haran asi que el viejo laboratorio donde trabajaba tesla fundado en number y donde el afamado inventor quiso desarrollar una torre que proporcionara electricidad inalambrica a todo el mundo pueda renacer de sus cenizas los propietarios piden number millones de euros por el terreno la falta de fondos hizo que el proyecto de tesla se interrumpiera en number y la propiedad donde se asentaba su laboratorio fue vendida a un fabricante de peliculas aunque la torre de number metros fue demolida el laboratorio y las instalaciones que habia debajo han permanecido intactas hasta hoy ha asegurado inman no existe ningun museo sobre este cientifico e inventor en ee uu y conseguir este objetivo aseguraria que sus investigaciones permanecerian protegidas en lo que se denominaria centro cientifico de nikola tesla sostiene inman la adquisicion total del espacio valorado en unos number millones de dolares parece mas al alcance de la mano gracias a los number dolares que esperan recaudar quiza con creces con esta campana y a la aportacion de la misma cantidad por parte del estado de nueva york ademas de la colecta a traves de internet inman ha hecho un llamamiento a grandes empresas para que formen parte del proyecto se ha dirigido a google tesla motors y j p morgan entre otros porque si finalmente se logra adquirir la propiedad luego se necesitara mas dinero para convertir el lugar en un museo los number millones solo nos dan para el terreno dice inman uno de los que han dado un paso al frente ha sido elon musk creador de paypal y fundador de tesla motors aunque todavia no se ha hecho publica la cantidad que donara
0,ciencia,el dizque,el fbi revela como logro desencriptar el iphone de un terrorista sin la ayuda de apple,el fbi revela como logro desencriptar el iphone de un terrorista sin la ayuda de apple el fbi logro acceder al iphone que uso uno de los atacantes del acto terrorista en san bernardino california ocurrido el number de diciembre de number informo el departamento de justicia de estados unidos hasta ahora no se sabia como el fbi pudo acceder al telefono celular usado por syed farook sin la ayuda de apple el gobierno de estados unidos habia tratado de forzar a la compania a desencriptar el telefono obteniendo una negativa para ayudar en la investigacion alegando que deben proteger los datos de sus usuarios sin embargo antes de la audiencia en la corte donde se trataba de obtener una orden para ello el fbi anuncio que ya no era necesaria la ayuda como era de esperarse este anuncio ha sorprendido a apple pues ha dejado ver que existe una manera para violar la seguridad de sus dispositivos no fue facil senores senalo en rueda de prensa james comey director del fbi lo primero que hicimos fue recurrir a nuestros mas calificados ingenieros pero estos se vieron superados por la tecnologia de apple pues llegaron a un punto en que habia peligro de que el dispositivo explotara junto con todos los datos ahi contenidos por lo que decidieron ya no continuar con sus intentos el fbi entonces pidio apoyo a expertos de la cia y del tecnologico de massachusetts sin embargo ninguno de ellos tuvo la capacidad para violentar la seguridad del aparato cuando todo parecia perdido continuo comey un agente infiltrado en mexico fue el que dio la solucion al problema le mandamos el iphone y se dirigio a la zona de eje central en la ciudad de mexico donde por number pesos y en cosa de number minutos no solo le habian desencriptado el aparato sino que le habian vaciado la informacion a un usb y aprovecharon para sopletearlo y hacerle limpieza se sabe que ahora apple esta buscando a los responsables de esto para que les digan como le hicieron
1,ciencia,merca2 0,no phone el dispositivo que no hace nada para los adictos a traer el telefono en la mano,no phone el dispositivo que no hace nada para los adictos a traer el telefono en la mano internacional en el sitio de financiamiento colectivo kickstarter encontramos proyectos muy interesantes como el hoverboard o algunos totalmente inutiles como aquella famosa ensalada de papa ahora te mostramos el no phone un dispositivo que no hace nada pero te ayuda a vivir con tu adiccion al movil ya recaudo number mil dolares ademas te decimos datos relevantes sobre los smartphones en el mundo para finales de este ano se espera que number mil number millones de personas en el mundo utilicen telefonos moviles de acuerdo con estimaciones de emarketer en el caso de los smartphones hasta septiembre de este ano el number por ciento son hechos por samsung el number por ciento son fabricados por apple y el number por ciento son de la marca nokia es tan grande el numero de usuarios de gadgets que algunos generan adiccion a estos el caso mas reciente fue el reporte del primer caso de adiccion a google glass pero desde antes existen miles de casos de adictos al telefono para todos esos adictos a traer el telefono en la mano se creo un proyecto en kickstarter que ofrece una alternativa libre de tecnologia se trata del no phone un dispositivo que puedes traer en la mano pero que no te distraera en conciertos cines ni te hara que choques cuando camines por la banqueta algunas de las caracteristicas del no phone no usa bateria no necesita actualizaciones a prueba de golpes a prueba de agua no tiene camara no tiene bluetooth no hace llamadas no se dobla este divertido producto parodia es real y se puso una meta de number mil dolares en kickstarter pero hasta el momento ha recaudado cerca de number mil dolares ademas ofrece una version que permite hacer selfies
0,ciencia,rey misterios,nasa acusada de falsificar datos sobre los asteroides,nasa acusada de falsificar datos sobre los asteroides no es la primera vez que es acusada es mas a lo largo de los ultimas decadas astronomos cientificos que han trabajado para la administracion nacional de la aeronautica y del espacio nasa los mas sonados son los astronautas como edgar mitchell buzz aldrin que en varias entrevistas a varios medios de comunicacion reconocieron que vieron ovnis durante sus viajes por el espacio hacia la luna el ultima caso que se convirtio en viral en prensa de todo el mundo fue el cientifico barry digregorio que acusa a la agencia espacial de ocultar vida en marte es impresionante lo que muchas comunidades de conspiraciones han defendido resulta que parece que es cierto ahora se estan uniendo el mundo de la cientificos quien lo diria agencia nacional espacial de estados unidos estan constantemente acusados de ocultar informacion sobre la vida extraterrestres sin embargo no se dice nada a todos los habitantes de la tierra ya que esto sembraria el panico entre la poblacion segun esta supuesta hipotesis si supieramos que no estamos solos el mundo tal y como lo conocemos dejaria de existir en una especie de anarquia mundial esa es la teoria pero la existencia de asteroide esta cien por ciento confirmada que existen incluso ninos en edad preescolar lo saben por lo que la nasa no nos puede enganar por esto fue criticada por los astronomos que sospechaban que la agencia dedicada a la falsificacion de datos por no hablar de otros misterios cosmicos url uno de estos criticos es nathan myhrvold que trabajo para microsoft segun el investigador y sus colegas la nasa esta experimentando problemas significativos con la metodologia y esta teniendo errores de calculo de los asteroides cercanos a la tierra en la base de datos utilizada por miles de cientificos de todo el mundo
1,ciencia,el pais,tu perro tambien liga con el movil,tu perro tambien liga con el movil netpet es una aplicacion para encontrar pareja para las mascotas con un funcionamiento similar al de las apps de citas entre personas encontrar una pareja para tu perro no es algo sencillo es normal que los duenos busquen un animal de la misma raza o incluso con pedigri si son de los que acuden a competiciones y dedican buena parte de su tiempo a tenerlos impolutos y bien adiestrados eva perez tiene mascota y al detectar la dificultad de este proceso tuvo una idea que desarrollo como proyecto el ano pasado en el campamento para emprendedores de innovation startup vigo se me ocurrio que podria haber una especie de tinder para mascotas rememora esta economista de number anos netpet es de momento un proyecto que tomo forma en aquel campamento pero todavia no hay una app elaborada la idea es que los duenos de perros y gatos configuren su perfil y comiencen a ver fotos y descripciones de animales en un radio de distancia determinada que pudieran ajustarse a sus criterios explica perez un sistema conocido ves una foto lees una descripcion del animal y de lo que busca el otro dueno y decides si te gusta desplazas la foto a la derecha de la pantalla si al otro dueno tambien le gusta tu mascota habria match si no te gusta lo que ves envias la imagen a la izquierda y a partir de ahi que sigan hablando en el chat privado que se les habilita si finalmente quieren cruzar a los animales pueden quedar desde ahi amplia perez que desliza que la app podria tener una funcion social tambien entre las personas no solo entre sus perros y gatos como ocurre en las aplicaciones de citas netpet dispondria de funciones premium en un principio serian gratuitas para alcanzar una masa critica de usuarios pero luego serian de pago y en eso consistiria el modelo de negocio narra eva perez entre estas herramientas habria un calendario de vacunas o de eventos para el perro o un contacto permanente con veterinarios asociados a la aplicacion tambien podria haber un sistema para comprar comida o complementos para los animales con descuentos en tiendas asociadas desarrolla la autora que ahora busca financiacion para poder impulsar la parte tecnica de su proyecto
